BI10003	BI10004	BI10005	BI10006	BI10007	BI10008	BI10009	BI10010	BI10011	BI10012	BI10013	BI10014	BI10015	BI10016	BI10017	BI10018	BI10019	BI10020	BI10021	BI10022	BI10023	BI10023	BI10024	BI10024	BI10025	BI10026	BI10026	BI10027	BI10027	BI10028	BI10029	BI10030	BI10031	BI10032	BI10032	BI10033	BI10033	BI10034	BI10035	BI10036	BI10037	BI10038	BI10039	BI10040	BI10041	BI10042	BI10043	BI10044	BI10045	BI10046	BI10046	BI10047	BI10048	BI10049	BI10050	BI10051	BI10052p	BI10054	BI10054	BI10055	BI10055	BI10056	BI10056	BI10056	BI10058	BI10060	BI10060	BI10061	BI10061	BI10062	BI10062	BI10085	BI10086	BI10087
BI10026	0.114596675841418	0.0560473852117228	0.101703333101879	0.467802902649937	0.320550920766349	0.0585190693807149	0.0617989773534269	0.0704268261271656	0.0173740488250675	0.0964147320357989	0.374737277091979	0.368471084366939	0.235015363313516	0.177585130078421	0.0996102980667136	0.575831171446103	0.666906675932006	0.744821951570121	0.85018712618693	0	0.418670169224438	0	0.667528384282209	0	0.887696746092774	1	0	0.423074678781304	0	0.0291280562978802	0.0891518232400435	0.245853054976929	0.193033329157622	0.565617434570376	0	0.0566681225617525	0	0.0413468662040852	0.141801096631004	0.565449922253625	0.298163479843291	0.0550868493282715	0.0590199135651297	0.196385686520621	0.0775370808512101	0	0.00615506751464395	0.0453869959441065	0.0347359343035412	0	0	0.186877594599352	0.230629565612597	0.0531937516146127	0.169832433644223	0.0624843515206314	0.363512488202226	0.268904079270715	0	0	0	0	0	0	0.308629414494787	0.176246045605535	0	0.126465966510627	0	0.00926341841911125	0	0.362089782030121	0.29213092907659	0.0113376308122905
BI10026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI10027	0.107251700152957	0.616054197846714	0.519312388066102	0.00629937849748102	0.443537157970734	0.00669529701749141	0.00285537708897997	0.131724595524476	0.00491876423667235	0.304326846345257	0.39817242705361	0.753469772778951	0.782524325352155	0.629939990163269	0.527599299803779	0.0419891372527819	0.154939470219672	0.0938376279238306	0.0122440206346689	0	0.368152145615899	0	0.475064347921552	0	0.493909461903497	0.423074678781304	0	1	0	0.0234643080059419	0.383245817155061	0.448107315243095	0.598550381704548	0.0102825710647299	0	0.277427265295028	0	0.0458548437544771	0.0576557692157747	0.267666073230892	0.118607241347837	0.136445170117459	0.0802386125501715	0.0570246784892597	0.287872007338163	0	0.104080028446595	0.249301501252307	0.290811534570747	0	0	0.0827957602506731	0.171898326125477	0.423208294900663	0.493864993955259	0.0824380564257307	0.1633416380122	0.289360403868948	0	0	0	0	0	0	0.387024626821624	0.24467816007996	0	0.258750727369351	0	0.156835917111526	0	0.159467180368443	0.000922549135488543	0.0270577581408636
BI10027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI10028	0.626699229907526	0.0783351611591148	0.160089573232425	0.0662465644037723	0.0172622677752372	0.70188409190284	0.78938974109652	0.753105640512897	0.737313204893884	0.0224925067652201	0.0227833079675733	0.135350896595353	0.113916237741887	0.212290452671398	0.363605110050298	0.246486380506552	0.254151391316934	0.237672794698176	0.301828642628195	0.21732607682452	0.195333097905824	0	0.0915333695316266	0	0.0464959107741388	0.0291280562978802	0	0.0234643080059419	0	1	0.157274577174398	0.131255648732898	0.32904052729285	0.413622084921958	0	0.0949427707310199	0	0.319523840898625	0.523263586275576	0.452931052148209	0.323103656619591	0.2659396164358	0.449506978201778	0.310966244007158	0.117089671492014	0.174238886916337	0.348167266998017	0.184247128588513	0.0222529923700739	0	0	0.0973134914221125	0.175992607623493	0.303363781892738	0.300080533829727	0.328185850925707	0.175086673242155	0.540449103326087	0	0	0	0	0	0	0.400457750799577	0.496946324241108	0	0.0472922674711556	0	0.0359043473225519	0	0.47366899205495	0.568732648483909	0.650818800151987
BI10029	0.451761272304076	0.54281341012774	0.504662571207471	0.497923960105529	0.644678843037492	0.224012793987195	0.0386917159460043	0.0541811038833673	0.0227209433515436	0.771455856873272	0.612256323891602	0.552485786114871	0.475493894943638	0.522356358204396	0.685198880195084	0.133933538686573	0.155790105578304	0.055679134979888	0.116282133875752	0.338865828656148	0.188970241583827	0	0.109222773982028	0	0.226775694548782	0.0891518232400435	0	0.383245817155061	0	0.157274577174398	1	0.715919915463663	0.727310655041093	0.445917181309422	0	0.0352947953021529	0	0.36729093901553	0.498165643430699	0.156680888482222	0.0719114600420535	0.185928839751915	0.413169069862628	0.214341843652877	0.198382166035339	0.0776664683226108	0.440973686288239	0.241392446004001	0.235425789150784	0	0	0.517383743279951	0.527678689877258	0.657710095962478	0.687040892453083	0.353735340021322	0.225317817769622	0.346516348740847	0	0	0	0	0	0	0.181295146781808	0.303979619684291	0	0.0231763149583983	0	0.181737592842923	0	0.193176245808612	0.135751085460885	0.269881404284859
BI10030	0.367695963074397	0.591005721157097	0.544545476459685	0.444193796818193	0.653864790506028	0.0516226211327966	0.0201016314203418	0.0599719689801812	0.0254563651764336	0.622865677320887	0.628948287600783	0.682658323254014	0.627177256117501	0.639093998710799	0.605891870718006	0.112705255264556	0.134586896339418	0.113435099944955	0.0991024267191546	0.343232477485342	0.231310794020145	0	0.162608875102435	0	0.209802194805253	0.245853054976929	0	0.448107315243095	0	0.131255648732898	0.715919915463663	1	0.666167385779423	0.375094204624113	0	0.147642366747913	0	0.202606649522436	0.333571551229589	0.158665431105839	0.129955292722998	0.214054826948569	0.34531696237504	0.273510636527388	0.212629716723751	0.250821014078224	0.375456306118234	0.321504521717133	0.242854357349559	0	0	0.416200595846285	0.384999904565963	0.526768678911811	0.567594466222234	0.220781571711731	0.280689271069303	0.380640792624837	0	0	0	0	0	0	0.281393726553507	0.308568865824944	0	0.128543957307773	0	0.0977694633262768	0	0.054557583017996	0.0479102405963642	0.137725648569968
BI10031	0.0559734042320634	0.603857761963918	0.623468319985829	0.527907820035319	0.673072387424405	0.187683184182815	0.412000715931714	0.488229708763443	0.390721975995134	0.691397464521252	0.611264419941956	0.6519075798604	0.556174500622427	0.663361990712148	0.90703131475839	0.233335929882581	0.256866850959936	0.170372786492575	0.284738479790394	0.530227921385569	0.279372050150208	0	0.105492855705757	0	0.260008243963818	0.193033329157622	0	0.598550381704548	0	0.32904052729285	0.727310655041093	0.666167385779423	1	0.233034302871429	0	0.207254030357521	0	0.170077632467265	0.148572836248819	0.0784402373960006	0.102578356164425	0.0679673282402845	0.119812184525399	0.045545117120122	0.118128694703344	0.0256887335811012	0.200195718311068	0.153290201787193	0.221604854149614	0	0	0.554828046739812	0.590965788095017	0.841426119214271	0.883772428847076	0.198937714023556	0.13806624039198	0.075289165467887	0	0	0	0	0	0	0.0320978171976167	0.113888855646508	0	0.0723208427388012	0	0.223129816978271	0	0.089909663145265	0.216647194269517	0.14146280992275
BI10032	0.434486052573843	0.0361762697399709	0.0736577071785937	0.100962915300331	0.485154311648555	0.47411113885252	0.439781466556854	0.348002659097127	0.410632253587101	0.501098021744387	0.659074536747165	0.185327306210772	0.138705105306218	0.0269861667135924	0.131370786463638	0.66280584276584	0.659001368058036	0.657012862978224	0.686671910555617	0	0.468199948157567	0	0.336214614213312	0	0.590114586781828	0.565617434570376	0	0.0102825710647299	0	0.413622084921958	0.445917181309422	0.375094204624113	0.233034302871429	1	0	0.129011761697503	0	0.616370628586062	0.545916687791926	0.584627203359371	0.262849727744615	0.0623887669713974	0.447015317553019	0.451265761973634	0.116277648299743	0	0.368692297372052	0.0359571243333391	0.180546715600073	0	0	0.652948595905001	0.602656505960042	0.288142193220911	0.185176618840379	0.452803969657677	0.329729019106024	0.386776927422115	0	0	0	0	0	0	0.268916608615629	0.366529523149323	0	0.0975187421619938	0	0.111023524229435	0	0.71698579353467	0.639835068314569	0.399841742473181
BI10032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI10033	0.0930727641211518	0.114088490681959	0.119624894873147	0.0649755960039279	0.0190166108101808	0.148215933160921	0.14392010130996	0.113511116887571	0.0684882957733747	0.192787022014849	0.154060745028487	0.109348707551641	0.011320301899529	0.0260501958656303	0.151042343219248	0.0541056792533847	0.0457354415996315	0.10009582849497	0.0148193506988862	0	0.22873577306325	0	0.129592026474002	0	0.113072640929422	0.0566681225617525	0	0.277427265295028	0	0.0949427707310199	0.0352947953021529	0.147642366747913	0.207254030357521	0.129011761697503	0	1	0	0.0128435493633712	0.128145456610666	0.0588549243855228	0.100905249594106	0.00869168170205761	0.0781598212482088	0.158357115179957	0.291388023615687	0	0.277596976176908	0.221176910511338	0.224386153412518	0	0	0.0192954583603889	0.0343389364472002	0.236632546934775	0.316332572250187	0.128652161232213	0.234501565651915	0.0895524243957908	0	0	0	0	0	0	0.258371048955546	0.00644407846037919	0	0.0659938212332957	0	0.458393308954753	0	0.0287333639433923	0.200443388403693	0.0599463972805602
BI10033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI10034	0.335158624318156	0.0775499296535684	0.0283250514687008	0.178904381391002	0.141429095591671	0.573072438071945	0.26736842663892	0.121849891846265	0.173748901777666	0.372422477485374	0.404290740094944	0.00184133784493533	0.15601398602381	0.149784002560313	0.142287035996925	0.266464157037239	0.194029899210751	0.398561869173592	0.364474484674211	0.125260332848024	0.344856118530338	0	0.0341477855396633	0	0.261019131836096	0.0413468662040852	0	0.0458548437544771	0	0.319523840898625	0.36729093901553	0.202606649522436	0.170077632467265	0.616370628586062	0	0.0128435493633712	0	1	0.710499679618293	0.568501922084417	0.159239706409849	0.0457273911951798	0.205177345107806	0.00376689352199775	0.143543966922095	0.245725480591976	0.0456115293745447	0.292088395100269	0.234471541272537	0	0	0.537534035225197	0.561270397787667	0.405276624027957	0.201098753066821	0.487928081914368	0.146227258493778	0.292322059120681	0	0	0	0	0	0	0.0771564237020963	0.208431808563998	0	0.156275402512777	0	0.273770151050761	0	0.836704769544167	0.642982889010837	0.53598497127744
BI10035	0.596371174623579	0.108617727235782	0.131433313342968	0.222220650514899	0.287364788478774	0.597789530826262	0.391413993074277	0.27476823206313	0.321770163937077	0.36160151210655	0.426040699780798	0.0831851379319565	0.0311597124208683	0.0103830267622521	0.125891167323665	0.241627300535157	0.174654095855927	0.321629159388891	0.329588004705891	0.103152344938262	0.328555809199109	0	0.113550306182014	0	0.223563953373873	0.141801096631004	0	0.0576557692157747	0	0.523263586275576	0.498165643430699	0.333571551229589	0.148572836248819	0.545916687791926	0	0.128145456610666	0	0.710499679618293	1	0.737647219881026	0.309481569981319	0.223746748046375	0.580224342312955	0.321202617131539	0.128694715494236	0.146905114603089	0.379640055909651	0.0501122859552592	0.0109906224060016	0	0	0.465094770494428	0.407621788452398	0.274513482178661	0.175005949449193	0.425598071563101	0.256950795727244	0.449344353053171	0	0	0	0	0	0	0.312372276939625	0.40335638031701	0	0.0212574593390173	0	0.0780165470883624	0	0.693898518418346	0.606084400304657	0.560538244439414
BI10036	0.318906812562273	0.102339696806792	0.0611447570066572	0.0821041722085028	0.0358332405810531	0.471844980459205	0.356744791587937	0.261302645384881	0.242230220897028	0.107203265601402	0.233143882647062	0.0348116842824392	0.158138728877835	0.184788233958978	0.102789427487935	0.273185553222803	0.257682618506323	0.356835061450174	0.401299847023541	0.0243753781570161	0.330089342152629	0	0.341345246946938	0	0.192332106116149	0.565449922253625	0	0.267666073230892	0	0.452931052148209	0.156680888482222	0.158665431105839	0.0784402373960006	0.584627203359371	0	0.0588549243855228	0	0.568501922084417	0.737647219881026	1	0.425566854658463	0.210201304384172	0.331857302442609	0.327878849389007	0.0610187436861406	0.166158834144095	0.0741222117684278	0.01323941630547	0.092994602655875	0	0	0.284219214993175	0.269634338956011	0.0968673873452247	0.0764889223708111	0.266273063686472	0.305334965442894	0.259332654317232	0	0	0	0	0	0	0.450025574070495	0.196600853117552	0	0.0775672455764229	0	0.0028410707054356	0	0.73813348810998	0.612330255338911	0.490098961811383
BI10037	0.234227960474703	0.0854100002573785	0.0680966151896139	0.0896480449529286	0.0143546771494789	0.212873079377111	0.311003162334176	0.29144282861295	0.276941460674149	0.0503155714112849	0.0782473467062759	0.069302471241402	0.0648000857802607	0.0408686891054613	0.148317834859655	0.0712311045503062	0.0460610828186651	0.101166969364862	0.176166333903352	0.0587104586499157	0.18523209038317	0	0.218150629887632	0	0.027065934212225	0.298163479843291	0	0.118607241347837	0	0.323103656619591	0.0719114600420535	0.129955292722998	0.102578356164425	0.262849727744615	0	0.100905249594106	0	0.159239706409849	0.309481569981319	0.425566854658463	1	0.440897957877665	0.288205927856829	0.375905122767557	0.310568497630431	0.237064787062512	0.206680134496962	0.209626757632493	0.136701381172478	0	0	0.0297094487706629	0.00384645802951576	0.0499275863086713	0.0734091100830211	0.0622440233466353	0.318536322203989	0.0394038937014025	0	0	0	0	0	0	0.235916196409223	0.0483907459781869	0	0.0141313511678017	0	0.207655506366389	0	0.243906817658178	0.388903662949112	0.34954293684338
BI10038	0.250562217144166	0.258892135631958	0.216047177079269	0.271810478688098	0.0738387436501314	0.146496388970175	0.261003249843021	0.246376669544173	0.253033749085076	0.0647004114989353	0.10473043388515	0.160416306114972	0.188749788880377	0.196724049118189	0.00742698287309181	0.022060098877782	0.0279335309718451	0.068953577288162	0.051398075608759	0.20013831614072	0.102364664802769	0	0.00332343507450747	0	0.0384853695396109	0.0550868493282715	0	0.136445170117459	0	0.2659396164358	0.185928839751915	0.214054826948569	0.0679673282402845	0.0623887669713974	0	0.00869168170205761	0	0.0457273911951798	0.223746748046375	0.210201304384172	0.440897957877665	1	0.300991822980404	0.39863879280364	0.373822841689116	0.445566817177099	0.316377361320228	0.339058808610364	0.20031149449062	0	0	0.0350356464376256	0.015359969862781	0.0192728776916685	0.133183307490449	0.0568657502309964	0.263559811269226	0.0770963011892658	0	0	0	0	0	0	0.118767229621488	0.208847102848877	0	0.119841275657319	0	0.279682208418554	0	0.0302657916886561	0.171431426185623	0.334775220751252
BI10039	0.613791291249603	0.346346101569542	0.277180121994717	0.250682153844211	0.374989384931572	0.458490983122683	0.445689412088573	0.386656489778228	0.414224937838786	0.29020401427889	0.344792954857097	0.201140219987603	0.170150716379365	0.171385799156914	0.133197597194058	0.104161748082725	0.0841898966575197	0.095590420408577	0.19254811443206	0.147998024220896	0.252329109381506	0	0.104948759312424	0	0.144133716937167	0.0590199135651297	0	0.0802386125501715	0	0.449506978201778	0.413169069862628	0.34531696237504	0.119812184525399	0.447015317553019	0	0.0781598212482088	0	0.205177345107806	0.580224342312955	0.331857302442609	0.288205927856829	0.300991822980404	1	0.593146094235339	0.46389659054034	0.21213476380839	0.72416605038761	0.420455428748476	0.314819750241542	0	0	0.199708304872466	0.115238478034457	0.108111575896657	0.153759977276378	0.20944129668163	0.288396121865858	0.519000987606498	0	0	0	0	0	0	0.355855216071308	0.448188374788542	0	0.0104206729182259	0	0.0274121090241829	0	0.17112163468086	0.303085599751438	0.441630677013995
BI10040	0.401887888194181	0.370909163004311	0.292327755228261	0.283038933957313	0.299328120290613	0.216633119063645	0.336113397680439	0.342403946972949	0.337877436650338	0.117001950242554	0.174470594131028	0.25220963816024	0.261214403501552	0.262734035829168	0.0401519761685403	0.0325309138772998	0.0279237450723978	0.0396717426240977	0.120244881367988	0.192770657601913	0.0941546286270736	0	0.120569927928565	0	0.109132259089523	0.196385686520621	0	0.0570246784892597	0	0.310966244007158	0.214341843652877	0.273510636527388	0.045545117120122	0.451265761973634	0	0.158357115179957	0	0.00376689352199775	0.321202617131539	0.327878849389007	0.375905122767557	0.39863879280364	0.593146094235339	1	0.616296812816139	0.293957474830815	0.560305576490142	0.597882337761774	0.47294560429664	0	0	0.0380169251017018	0.000534489574830185	0.00827949004632152	0.0759878021638298	0.0382897737661828	0.431020433434066	0.328440145848234	0	0	0	0	0	0	0.41488812424707	0.322513352600107	0	0.230151656207126	0	0.123096347059967	0	0.0250189318414938	0.16800338508637	0.291871324288131
BI10041	0.248673358493356	0.450695647978833	0.399947299796535	0.371262839670082	0.271979290799432	0.072913743853948	0.187315380642057	0.232322259607741	0.234834224196122	0.117708198910558	0.117846904788404	0.247435468612786	0.334661657827098	0.362679918139945	0.130555557157455	0.023477853882268	0.0172888135812043	0.0123176248166152	0.0418761642956524	0.0746562858571863	0.0144905329450919	0	0.0309892535077793	0	0.125952488721147	0.0775370808512101	0	0.287872007338163	0	0.117089671492014	0.198382166035339	0.212629716723751	0.118128694703344	0.116277648299743	0	0.291388023615687	0	0.143543966922095	0.128694715494236	0.0610187436861406	0.310568497630431	0.373822841689116	0.46389659054034	0.616296812816139	1	0.33322245512954	0.55101730389113	0.635060040892059	0.656483600486835	0	0	0.00318547688760131	0.0167547460651709	0.0599182345045159	0.16790496802377	0.0146908945519635	0.400657085632394	0.169540768840152	0	0	0	0	0	0	0.2144536027675	0.123607523514792	0	0.100806045833218	0	0.387875163678858	0	0.1651284651446	0.0158417834450546	0.170908442216598
BI10042	0.284183879341488	0.332488909786315	0.191708686070546	0.168146563301132	0.0769817908118769	0.0397454489812578	0.16825885559334	0.280544115340466	0.241206966190198	0.0193072665300741	0.0645686658519945	0.254165860477979	0.355858482775278	0.284081856168945	0.058226665715043	0.0562040982900071	0.0473565983853748	0.0781574609587178	0.115936326975003	0.179553454133168	0	0	0	0	0.0452782702291108	0	0	0	0	0.174238886916337	0.0776664683226108	0.250821014078224	0.0256887335811012	0	0	0	0	0.245725480591976	0.146905114603089	0.166158834144095	0.237064787062512	0.445566817177099	0.21213476380839	0.293957474830815	0.33322245512954	1	0.299583237428453	0.401701989151884	0.233432538331863	0	0	0.174046107255705	0.214376496535326	0.131000460954937	0.0880365314486302	0.146997515641909	0.117662723543689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.314696068658493	0.101128040659371	0.0744024624730597
BI10043	0.526654787616246	0.470799708064237	0.355826530449979	0.281075583454702	0.436893217314467	0.275901441778143	0.337249958970533	0.324924764806913	0.386613714451796	0.307307639715412	0.288926340460281	0.288618233036815	0.301718134077874	0.339904857176347	0.213196544451226	0.0424544228328551	0.0680619605548707	0.0570880687271023	0.0135845508328197	0.0303410612913647	0.1839712773057	0	0.0451069033339768	0	0.06805203082008	0.00615506751464395	0	0.104080028446595	0	0.348167266998017	0.440973686288239	0.375456306118234	0.200195718311068	0.368692297372052	0	0.277596976176908	0	0.0456115293745447	0.379640055909651	0.0741222117684278	0.206680134496962	0.316377361320228	0.72416605038761	0.560305576490142	0.55101730389113	0.299583237428453	1	0.57691406065699	0.462379278884526	0	0	0.0941401344519171	0.00702754990799902	0.0855189484422323	0.23189689481599	0.158371264487685	0.27437269049615	0.526510160918657	0	0	0	0	0	0	0.29956304320722	0.480630043803746	0	0.0530048702806733	0	0.0293518870959668	0	0.102137827242003	0.0502964916774452	0.280792917319639
BI10044	0.296998338472865	0.513742768785123	0.407321885323954	0.289471104777166	0.363259284379873	0.0219087060109567	0.14300272262782	0.204619013296492	0.219838592202282	0.149478927674761	0.126921702452009	0.356956908246781	0.457571480195848	0.441897825645888	0.171251030053898	0.0904720663369579	0.0696712167772232	0.154830296260728	0.0875136117146058	0.110951207058083	0.100920457351043	0	0.151070576605142	0	0.00901210506056474	0.0453869959441065	0	0.249301501252307	0	0.184247128588513	0.241392446004001	0.321504521717133	0.153290201787193	0.0359571243333391	0	0.221176910511338	0	0.292088395100269	0.0501122859552592	0.01323941630547	0.209626757632493	0.339058808610364	0.420455428748476	0.597882337761774	0.635060040892059	0.401701989151884	0.57691406065699	1	0.668844646931669	0	0	0.071295209290325	0.0983532640260151	0.00414360394870457	0.159518438541038	0.0131250731088767	0.361440498570974	0.28978434755295	0	0	0	0	0	0	0.419801454757416	0.268068014946847	0	0.214716054819179	0	0.279003987730841	0	0.298727310203444	0.147783523648496	0.0533379177805984
BI10045	0.116724445442984	0.473467175268561	0.410810858902129	0.295979315916008	0.325666019799468	0.0459022867919857	0.024583060406171	0.0838851992791012	0.11500148068442	0.208605402431062	0.0950240850825862	0.28274260967459	0.356608189403946	0.391439715960027	0.246137447317586	0.0781968760593271	0.0450284454293372	0.13028866511969	0.0748335226534969	0.333802783864507	0.0730856143122769	0	0.0571867162413248	0	0.0848662840740685	0.0347359343035412	0	0.290811534570747	0	0.0222529923700739	0.235425789150784	0.242854357349559	0.221604854149614	0.180546715600073	0	0.224386153412518	0	0.234471541272537	0.0109906224060016	0.092994602655875	0.136701381172478	0.20031149449062	0.314819750241542	0.47294560429664	0.656483600486835	0.233432538331863	0.462379278884526	0.668844646931669	1	0	0	0.00700497064259304	0.0135392965822955	0.12429001198652	0.232415183077431	0.050171351717914	0.329280236140957	0.0841979878982664	0	0	0	0	0	0	0.143706848785546	0.0587518018859884	0	0.044428055625215	0	0.248503858539436	0	0.264414518645113	0.136932043670159	0.0260346784015068
BI10046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI10046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI10047	0.13524874043268	0.260352839828673	0.379488258402167	0.444382769451161	0.447043979919669	0.0916009702757642	0.159822941650624	0.267433796205907	0.212878795727333	0.515692755621609	0.513835810184181	0.274357479917406	0.145862331997208	0.185995957895736	0.534292076977638	0.237634180869042	0.20951543892172	0.29500463182442	0.281768359948766	0.282387946829581	0.381261092713776	0	0.059760407930221	0	0.509473916495591	0.186877594599352	0	0.0827957602506731	0	0.0973134914221125	0.517383743279951	0.416200595846285	0.554828046739812	0.652948595905001	0	0.0192954583603889	0	0.537534035225197	0.465094770494428	0.284219214993175	0.0297094487706629	0.0350356464376256	0.199708304872466	0.0380169251017018	0.00318547688760131	0.174046107255705	0.0941401344519171	0.071295209290325	0.00700497064259304	0	0	1	0.808777850023868	0.733433430903514	0.59191735712229	0.261969088519435	0.133438120849568	0.0806485662247842	0	0	0	0	0	0	0.0372413109621353	0.0130478929138954	0	0.192827253433254	0	0.293739055043707	0	0.396164916170045	0.233121217668772	0.118522823019936
BI10048	0.0618322953025518	0.264951664666527	0.387257252903385	0.444479346128076	0.423553412152212	0.042716669456601	0.234440807171038	0.349278060877583	0.320366118693907	0.539174151637128	0.505986045059018	0.281256891798044	0.140243281330238	0.187439520818493	0.595612392931002	0.232167434732819	0.235133332018978	0.282595454157446	0.242193385627096	0.333983223578212	0.321265059902979	0	0.0618301098531189	0	0.55311177799869	0.230629565612597	0	0.171898326125477	0	0.175992607623493	0.527678689877258	0.384999904565963	0.590965788095017	0.602656505960042	0	0.0343389364472002	0	0.561270397787667	0.407621788452398	0.269634338956011	0.00384645802951576	0.015359969862781	0.115238478034457	0.000534489574830185	0.0167547460651709	0.214376496535326	0.00702754990799902	0.0983532640260151	0.0135392965822955	0	0	0.808777850023868	1	0.809863134350174	0.645121374432919	0.282984237281979	0.165862869091382	0.0279366809270001	0	0	0	0	0	0	0.0885488459038131	0.0916058528556385	0	0.125841601163689	0	0.275215680887553	0	0.413872975142891	0.226776918770116	0.0941308066089781
BI10049	0.0235686185483303	0.431664858599464	0.525696761049031	0.498232604131258	0.577556515535527	0.0694785710886052	0.339889500056347	0.441399634532509	0.362735176400669	0.675788524733751	0.581833802536737	0.489007186097204	0.368408315455342	0.463447491256746	0.817981837177264	0.0729767529853919	0.091446318500035	0.0202436896918968	0.0666491098979762	0.476245467703836	0.213297820298208	0	0.0143498417087973	0	0.360416412880402	0.0531937516146127	0	0.423208294900663	0	0.303363781892738	0.657710095962478	0.526768678911811	0.841426119214271	0.288142193220911	0	0.236632546934775	0	0.405276624027957	0.274513482178661	0.0968673873452247	0.0499275863086713	0.0192728776916685	0.108111575896657	0.00827949004632152	0.0599182345045159	0.131000460954937	0.0855189484422323	0.00414360394870457	0.12429001198652	0	0	0.733433430903514	0.809863134350174	1	0.863453647584808	0.229733164870755	0.152197639136683	0.0858490509177475	0	0	0	0	0	0	0.0636141937917228	0.110823197055504	0	0.0979318086357618	0	0.235760090751908	0	0.197510881430125	0.0510874111124755	0.00949589514285645
BI10050	0.0463214569815374	0.580626471082643	0.625185411155492	0.563003784181475	0.602890441844388	0.148279498261959	0.354473770503079	0.414881509570641	0.318070840376504	0.668415192521745	0.540525357625461	0.555270434198782	0.475542125642943	0.578531653691661	0.849095314191683	0.190946371578123	0.211848243811273	0.117605030732664	0.249582469673827	0.428674832207618	0.0427391091673708	0	0.161027422919689	0	0.271793523712553	0.169832433644223	0	0.493864993955259	0	0.300080533829727	0.687040892453083	0.567594466222234	0.883772428847076	0.185176618840379	0	0.316332572250187	0	0.201098753066821	0.175005949449193	0.0764889223708111	0.0734091100830211	0.133183307490449	0.153759977276378	0.0759878021638298	0.16790496802377	0.0880365314486302	0.23189689481599	0.159518438541038	0.232415183077431	0	0	0.59191735712229	0.645121374432919	0.863453647584808	1	0.19308983311852	0.136000243621582	0.0758894520632596	0	0	0	0	0	0	0.0616081961699234	0.0907887778553121	0	0.107566496270694	0	0.235490065332697	0	0.0488551484158806	0.134649554250337	0.0351675092856696
BI10051	0.251483616408183	0.119049482599761	0.103373239828009	0.112998368443367	0.168081444144556	0.411710762794196	0.239548029753971	0.111235069850122	0.175996405853349	0.323823226809333	0.292478716224869	0.0601192103770785	0.0268600898328504	0.0193878308962568	0.17182666793977	0.0697516202555402	0.0840394401768474	0.126824506807578	0.0620523919069394	0.243041659149086	0.252320090542335	0	0.0521096086491069	0	0.0826539521014838	0.0624843515206314	0	0.0824380564257307	0	0.328185850925707	0.353735340021322	0.220781571711731	0.198937714023556	0.452803969657677	0	0.128652161232213	0	0.487928081914368	0.425598071563101	0.266273063686472	0.0622440233466353	0.0568657502309964	0.20944129668163	0.0382897737661828	0.0146908945519635	0.146997515641909	0.158371264487685	0.0131250731088767	0.050171351717914	0	0	0.261969088519435	0.282984237281979	0.229733164870755	0.19308983311852	1	0.111858566974464	0.429164646890423	0	0	0	0	0	0	0.149303082854949	0.373897553236176	0	0.0608245905058129	0	0.0973257124692981	0	0.39129385091005	0.288504015627626	0.337409546767733
